PR Number,Review Author,Review State,Submitted At,Review Body
22997,3dfirelab,COMMENTED,2024-03-04 15:54:44+00:00,"thanks for the edits. 

```
        // now call at the start of the loop
        // update warping matrix
        //update_warping_matrix_ECC( map, deltaP, motionType);
```

this can be removed at the end of the loop that iteratively update map_matrix
it is now down at the beginning.
"
22969,alalek,COMMENTED,2022-12-15 23:35:01+00:00,
22884,savuor,APPROVED,2022-12-31 06:45:13+00:00,"It's fully correct, it works and it should be merged. But:
* Why Partial solver is disabled? I've removed it until it's not in use.
* Weights are supported by the algorithm but never actually used. I think we may extend the interface by supporting weights (maybe in next PR?). We can also extend tests by making some ground truth tests.
* I've optimized the function `solve_weighted_umeyama` a bit: just 1 loop, almost no data copying, plain data types (can be easily vectorized in the future). It's 20% faster on my machine.
* I've pushed my changes into your branch, please check"
22884,asmorkalov,COMMENTED,2023-01-16 12:49:33+00:00,
22884,tfunatomi,COMMENTED,2023-01-16 14:31:44+00:00,
22884,asmorkalov,COMMENTED,2023-01-16 14:44:35+00:00,
22884,tfunatomi,COMMENTED,2023-01-17 01:07:34+00:00,
22884,savuor,COMMENTED,2023-01-18 00:58:26+00:00,
22884,tfunatomi,COMMENTED,2023-01-18 09:38:23+00:00,
22884,tfunatomi,COMMENTED,2024-02-18 02:22:56+00:00,
22884,tfunatomi,COMMENTED,2024-09-12 14:59:01+00:00,
22822,alalek,COMMENTED,2022-11-23 22:56:04+00:00,
22780,alalek,COMMENTED,2022-11-15 04:01:31+00:00,"Thank you for the contribution!

I need a more time for launching of your code with reproducer (no working configuration with VA at this moment).

BTW, could you try to check your reproducer with OpenCV without PR #19755 (e.g. commit bb92eb5a9306242b777f70ea01c62ddfa3586747 )"
22780,kallaballa,COMMENTED,2022-11-17 08:32:19+00:00,
22780,kallaballa,COMMENTED,2022-11-17 08:32:55+00:00,
22780,kallaballa,COMMENTED,2022-11-19 19:12:26+00:00,
22780,kallaballa,COMMENTED,2022-11-19 19:16:54+00:00,
22780,kallaballa,COMMENTED,2022-11-19 19:21:13+00:00,
22780,alalek,COMMENTED,2022-11-24 11:52:01+00:00,"Thank you for the updates!

Sorry for delay. I'm a busy till the end of this week."
22780,kallaballa,COMMENTED,2022-11-25 08:56:03+00:00,
22780,kallaballa,COMMENTED,2022-11-25 08:56:20+00:00,
22780,kallaballa,COMMENTED,2022-11-26 21:29:36+00:00,
22780,kallaballa,COMMENTED,2022-11-26 21:29:43+00:00,
22780,kallaballa,COMMENTED,2022-11-26 21:32:44+00:00,
22780,kallaballa,COMMENTED,2022-11-26 21:39:12+00:00,
22780,kallaballa,COMMENTED,2022-11-26 22:34:26+00:00,
22780,kallaballa,COMMENTED,2022-11-26 22:34:44+00:00,
22780,kallaballa,COMMENTED,2022-11-26 22:35:00+00:00,
22780,kallaballa,COMMENTED,2022-11-26 22:40:47+00:00,
22780,kallaballa,COMMENTED,2022-11-26 22:42:25+00:00,
22731,savuor,COMMENTED,2022-11-03 01:06:18+00:00,
22731,savuor,CHANGES_REQUESTED,2022-11-03 02:04:10+00:00,"LGTM :+1: 
But we need at least 1 test. I propose you to take some TSDF test as a base:
* Render a scene, integrate it into TSDF for several frames
* Extract verts & faces, count them, freeze these numbers in a test
* Save to OBJ file if a `--test_debug` flag is given: `if (cvtest::debugLevel > 0)`

"
22731,savuor,COMMENTED,2022-11-03 02:08:59+00:00,
22704,asmorkalov,COMMENTED,2022-10-27 10:43:01+00:00,
22704,kallaballa,COMMENTED,2022-10-27 10:49:34+00:00,
22704,dmatveev,COMMENTED,2022-12-18 22:45:42+00:00,"At a very first glance it doesn't affect any media-related parts of G-API

Thanks!
-D"
22704,opencv-alalek,COMMENTED,2023-09-24 23:59:18+00:00,
22704,kallaballa,COMMENTED,2023-09-25 01:07:42+00:00,
22704,kallaballa,COMMENTED,2023-09-25 01:11:57+00:00,
22704,kallaballa,COMMENTED,2023-09-25 01:12:23+00:00,
22704,opencv-alalek,COMMENTED,2023-09-27 04:55:53+00:00,
22704,kallaballa,COMMENTED,2023-09-27 06:47:21+00:00,
22704,kallaballa,COMMENTED,2023-10-26 05:17:58+00:00,
22671,alalek,COMMENTED,2022-10-20 17:12:08+00:00,
22671,asenyaev,COMMENTED,2022-10-20 17:26:23+00:00,
22671,asenyaev,COMMENTED,2022-10-20 17:28:30+00:00,
22671,alalek,COMMENTED,2022-10-20 18:33:29+00:00,
22671,asenyaev,COMMENTED,2022-10-21 08:39:25+00:00,
22671,asenyaev,COMMENTED,2022-10-21 08:44:00+00:00,
22431,alalek,COMMENTED,2022-09-02 09:28:31+00:00,
22431,ocpalo,COMMENTED,2022-09-02 19:41:27+00:00,
22431,ocpalo,COMMENTED,2022-09-03 09:31:19+00:00,
22431,sturkmen72,COMMENTED,2022-09-03 09:59:11+00:00,
22431,asmorkalov,COMMENTED,2022-10-04 14:41:04+00:00,
22431,ocpalo,COMMENTED,2022-10-05 19:27:20+00:00,
22431,ocpalo,COMMENTED,2022-10-05 19:27:21+00:00,
22431,ocpalo,COMMENTED,2022-10-05 19:27:24+00:00,
22431,ocpalo,COMMENTED,2022-10-05 19:32:02+00:00,
22207,vpisarev,COMMENTED,2022-07-12 20:16:16+00:00,
22207,savuor,COMMENTED,2024-08-04 20:29:47+00:00,
22181,l-bat,COMMENTED,2022-08-23 14:12:08+00:00,
22181,l-bat,COMMENTED,2022-09-05 09:17:06+00:00,
22181,spazewalker,COMMENTED,2022-09-08 20:28:03+00:00,
22181,l-bat,COMMENTED,2022-09-09 08:24:06+00:00,
22181,l-bat,COMMENTED,2022-09-09 09:26:58+00:00,
22181,l-bat,COMMENTED,2022-09-13 12:34:18+00:00,
22181,l-bat,COMMENTED,2022-09-13 12:38:05+00:00,
22181,l-bat,COMMENTED,2022-09-13 12:58:43+00:00,
22181,l-bat,COMMENTED,2022-09-13 13:00:24+00:00,
22181,l-bat,COMMENTED,2022-09-13 13:01:12+00:00,
22181,l-bat,COMMENTED,2022-09-13 13:02:06+00:00,
22181,l-bat,COMMENTED,2022-09-13 13:04:10+00:00,
22181,l-bat,COMMENTED,2022-09-13 13:05:34+00:00,
22181,l-bat,COMMENTED,2022-09-13 13:07:36+00:00,
22181,spazewalker,COMMENTED,2022-09-13 13:09:19+00:00,
22181,l-bat,COMMENTED,2022-09-13 13:09:21+00:00,
22181,l-bat,COMMENTED,2022-09-13 13:10:13+00:00,
22181,l-bat,COMMENTED,2022-09-13 13:11:18+00:00,
22181,l-bat,COMMENTED,2022-09-13 13:11:52+00:00,
22181,l-bat,COMMENTED,2022-09-13 13:14:22+00:00,
22181,spazewalker,COMMENTED,2022-09-13 22:22:00+00:00,
22181,l-bat,COMMENTED,2022-09-14 08:39:23+00:00,
22181,l-bat,COMMENTED,2022-09-14 09:17:02+00:00,
22181,spazewalker,COMMENTED,2022-09-14 09:29:55+00:00,
22181,l-bat,COMMENTED,2022-09-14 10:02:15+00:00,
22181,l-bat,COMMENTED,2022-09-15 09:11:07+00:00,
22181,l-bat,COMMENTED,2022-09-15 09:12:42+00:00,
22181,spazewalker,COMMENTED,2022-09-15 15:01:23+00:00,
22181,l-bat,COMMENTED,2022-09-15 15:04:50+00:00,
22181,spazewalker,COMMENTED,2022-09-15 15:11:27+00:00,
22181,l-bat,COMMENTED,2022-09-16 06:55:11+00:00,
22181,spazewalker,COMMENTED,2022-09-16 20:21:31+00:00,
22181,l-bat,COMMENTED,2022-09-19 08:09:17+00:00,
22181,spazewalker,COMMENTED,2022-09-19 15:24:59+00:00,
21961,VadimLevin,COMMENTED,2022-05-12 07:41:45+00:00,Thank you for PR. Can you verify if this solution works if MBCS is not enabled (Based on [this comment](https://github.com/opencv/opencv/issues/18305#issuecomment-690693604) the issue is not always reproducible)?
21961,liuxingbaoyu,COMMENTED,2022-05-12 18:03:12+00:00,
21951,VadimLevin,COMMENTED,2022-06-20 12:43:16+00:00,
21951,vpisarev,COMMENTED,2022-06-21 22:24:51+00:00,
21951,victor1234,COMMENTED,2022-06-22 07:23:07+00:00,
21611,alalek,COMMENTED,2022-02-16 13:24:51+00:00,
21611,traversaro,COMMENTED,2022-02-16 13:51:18+00:00,
21611,alalek,COMMENTED,2022-02-16 18:33:57+00:00,
21611,RuRo,COMMENTED,2022-06-29 19:56:22+00:00,
21611,traversaro,COMMENTED,2022-06-29 20:32:27+00:00,
21611,RuRo,COMMENTED,2022-06-29 21:24:36+00:00,
21450,alalek,COMMENTED,2022-01-27 10:22:00+00:00,
21450,HattrickGenerator,COMMENTED,2022-01-28 08:55:12+00:00,
21407,alalek,COMMENTED,2022-01-10 07:39:40+00:00,
21407,MasahiroOgawa,COMMENTED,2022-01-11 11:45:21+00:00,
21407,MasahiroOgawa,COMMENTED,2022-01-11 11:45:43+00:00,
21407,asmorkalov,COMMENTED,2022-12-20 10:31:43+00:00,
21407,MasahiroOgawa,COMMENTED,2022-12-20 22:14:12+00:00,
21407,MasahiroOgawa,COMMENTED,2022-12-20 23:29:56+00:00,
21407,MasahiroOgawa,COMMENTED,2022-12-20 23:30:27+00:00,
21407,opencv-alalek,COMMENTED,2023-12-25 19:32:31+00:00,
21407,opencv-alalek,COMMENTED,2023-12-25 19:40:41+00:00,
21407,MasahiroOgawa,COMMENTED,2024-09-02 06:32:58+00:00,
21386,asmorkalov,APPROVED,2022-01-10 05:52:10+00:00,
20770,alalek,COMMENTED,2021-10-03 16:26:33+00:00,
20770,vpisarev,COMMENTED,2021-10-07 08:59:03+00:00,
20569,VadimLevin,COMMENTED,2021-08-18 19:26:57+00:00,
20569,CSBVision,COMMENTED,2021-08-19 06:00:48+00:00,
20569,CSBVision,COMMENTED,2021-08-19 06:00:53+00:00,
20569,CSBVision,COMMENTED,2021-08-19 06:07:55+00:00,
20569,asmorkalov,APPROVED,2021-10-05 05:20:43+00:00,:+1: 
20456,alalek,COMMENTED,2021-08-13 12:59:24+00:00,
20456,komakai,COMMENTED,2021-08-14 11:13:14+00:00,
20389,asmorkalov,COMMENTED,2021-07-19 09:27:31+00:00,"It looks like it's rather simpler to use templates and package like [jinja](https://jinja.palletsprojects.com/en/3.0.x/), but not generate files with fixed structure and values line by line. It's more readable and it's easier for maintenance. You do not need to construct XML in head to understand what is changed in PR."
20389,asmorkalov,COMMENTED,2021-07-20 07:58:09+00:00,
20389,asmorkalov,COMMENTED,2021-08-05 12:53:59+00:00,
20389,mlourencoeb,COMMENTED,2021-08-10 18:26:21+00:00,Looking good overall!
20389,AdityaMulgundkar,COMMENTED,2021-08-14 07:28:00+00:00,
20389,AdityaMulgundkar,COMMENTED,2021-08-14 07:28:20+00:00,
20389,AdityaMulgundkar,COMMENTED,2021-08-14 08:26:36+00:00,
20389,AdityaMulgundkar,COMMENTED,2021-08-18 06:40:44+00:00,
20389,mlourencoeb,COMMENTED,2021-08-20 08:20:43+00:00,
20389,mlourencoeb,COMMENTED,2021-08-20 08:36:58+00:00,
20389,AdityaMulgundkar,COMMENTED,2021-08-21 03:57:40+00:00,
20389,AdityaMulgundkar,COMMENTED,2021-08-21 03:58:01+00:00,
20389,AdityaMulgundkar,COMMENTED,2021-08-21 03:58:10+00:00,
20389,AdityaMulgundkar,COMMENTED,2021-08-21 03:58:54+00:00,
20389,AdityaMulgundkar,COMMENTED,2021-08-21 03:58:59+00:00,
20389,AdityaMulgundkar,COMMENTED,2021-08-21 03:59:13+00:00,
20389,AdityaMulgundkar,COMMENTED,2021-08-21 03:59:20+00:00,
20389,AdityaMulgundkar,COMMENTED,2021-08-21 03:59:25+00:00,
20389,AdityaMulgundkar,COMMENTED,2021-08-21 04:06:14+00:00,
20389,AdityaMulgundkar,COMMENTED,2021-08-21 15:19:51+00:00,
20389,AdityaMulgundkar,COMMENTED,2021-08-21 15:20:08+00:00,
20389,AdityaMulgundkar,COMMENTED,2021-08-21 15:20:44+00:00,
20389,AdityaMulgundkar,COMMENTED,2021-08-21 15:21:22+00:00,
20389,alalek,COMMENTED,2021-10-20 18:42:08+00:00,
20371,JulieBar,CHANGES_REQUESTED,2021-10-07 21:32:33+00:00,File anthidium-forcipatum is too big for samples
20371,RiscadoA,COMMENTED,2021-10-15 09:12:14+00:00,
20371,RiscadoA,COMMENTED,2021-11-20 10:19:29+00:00,
20371,RiscadoA,COMMENTED,2021-11-20 10:58:32+00:00,
20371,RiscadoA,COMMENTED,2021-11-20 15:54:13+00:00,
20219,alalek,COMMENTED,2021-06-15 07:57:21+00:00,Thank you for the contribution!
20219,thezane,COMMENTED,2021-06-15 10:02:09+00:00,
20219,thezane,COMMENTED,2022-08-29 07:51:46+00:00,
20105,mshabunin,COMMENTED,2021-05-17 14:58:05+00:00,
20105,WeiChungChang,COMMENTED,2021-05-18 00:33:19+00:00,
20105,vpisarev,COMMENTED,2021-10-08 09:33:36+00:00,
20105,JoeHowse,COMMENTED,2022-01-23 23:01:13+00:00,
19305,alalek,COMMENTED,2021-01-11 18:25:01+00:00,"What is wrong with existed Wiki pages?
- https://github.com/opencv/opencv/wiki/QA_in_OpenCV
- https://github.com/opencv/opencv/wiki/HowToUsePerfTests
- https://github.com/opencv/opencv/wiki/HowToWritePerfTests

We definitely MUST NOT duplicate information in a multiple places.
Any information becomes obsolete, so it is better to update that in a single place."
19305,mshabunin,COMMENTED,2021-01-12 10:23:18+00:00,
19305,DumDereDum,COMMENTED,2021-01-12 11:47:35+00:00,
19305,DumDereDum,COMMENTED,2021-01-12 12:52:24+00:00,
19305,DumDereDum,COMMENTED,2021-01-15 15:42:07+00:00,
19305,DumDereDum,COMMENTED,2021-01-15 15:42:13+00:00,
19305,alalek,COMMENTED,2021-01-21 23:56:46+00:00,"We must assume some baseline knowledge of the readers.
We should write documentation about OpenCV specific and BKMs instead of trying to cover general programming topics. How to pass command-line parameter or specify environment variable is out of scope.
Provide links on external documentation/resources instead of copying of such information.

---

Final review and approval will be done by @mshabunin"
19305,DumDereDum,COMMENTED,2021-01-29 12:48:58+00:00,
19305,DumDereDum,COMMENTED,2021-01-29 12:49:02+00:00,
19305,DumDereDum,COMMENTED,2021-01-29 12:49:08+00:00,
19305,DumDereDum,COMMENTED,2021-01-29 12:49:13+00:00,
19305,DumDereDum,COMMENTED,2021-01-29 12:49:17+00:00,
19305,DumDereDum,COMMENTED,2021-01-29 12:49:24+00:00,
19305,DumDereDum,COMMENTED,2021-01-29 12:49:29+00:00,
19305,DumDereDum,COMMENTED,2021-02-04 08:09:46+00:00,
19305,DumDereDum,COMMENTED,2021-02-04 08:14:40+00:00,
19305,DumDereDum,COMMENTED,2021-02-04 08:14:46+00:00,
19305,DumDereDum,COMMENTED,2021-02-04 08:14:49+00:00,
19305,DumDereDum,COMMENTED,2021-02-04 08:15:04+00:00,
19305,DumDereDum,COMMENTED,2021-02-04 08:15:08+00:00,
19305,DumDereDum,COMMENTED,2021-02-04 08:15:11+00:00,
19305,DumDereDum,COMMENTED,2021-02-04 08:15:15+00:00,
19305,DumDereDum,COMMENTED,2021-02-04 08:15:18+00:00,
19305,DumDereDum,COMMENTED,2021-02-04 08:15:22+00:00,
19305,DumDereDum,COMMENTED,2021-02-04 08:15:25+00:00,
19305,DumDereDum,COMMENTED,2021-02-04 08:15:29+00:00,
19305,DumDereDum,COMMENTED,2021-02-04 08:15:32+00:00,
19305,DumDereDum,COMMENTED,2021-02-12 10:30:05+00:00,
19305,DumDereDum,COMMENTED,2021-02-12 10:31:59+00:00,
19305,mshabunin,COMMENTED,2021-02-16 11:52:57+00:00,"Apparently there is not much info about actual test writing left in the tutorial 😃 
I think the following themes should be covered to make it useful:
* Short reminder: How to build and run the tests (BUILD_TESTS option enabled by default, build _all_ or _opencv_test_xxx_ target (❓ is there _opencv_tests_ target?), set testdata location in the environment, run the test, filter test cases)
* File structure (mostly covered)
* Several words about _ts_ module (internal, static, includes gtest, requires core, imgproc, imgcodecs, videoio, highgui)
* General guidelines: kinds of tests, synthetic data as input, *gold* output, array comparison, numerical instability, image licensing (❓ too general themes? out of scope? separate article?)
* Namespaces (_cvtest_, anonymous) and common _include_-files
* Test body: simple tests, fixture tests, parametrized tests (code snippets, some information would intersect with gtest docs, but it's ok, link to gtest for more details)
* Assert and Expect macros (only most common, would intersect with gtest docs, link for more details)
* OpenCV-specific things: utility headers ([ts.hpp](https://github.com/opencv/opencv/blob/master/modules/ts/include/opencv2/ts.hpp), [ts_ext.hpp](https://github.com/opencv/opencv/blob/master/modules/ts/include/opencv2/ts/ts_ext.hpp), [ocl_test.hpp](https://github.com/opencv/opencv/blob/master/modules/ts/include/opencv2/ts/ocl_test.hpp), [cuda_test.hpp](https://github.com/opencv/opencv/blob/master/modules/ts/include/opencv2/ts/cuda_test.hpp)), functions from _cvtest_ namespace should be used for verification; random input generation; array comparison with `cvtest::norm`, `cvtest::cmpEps*`; additional macros from ocl_test.hpp and cuda_test.hpp; how and when to print to stdout; existing fixtures ArrayTest, BadArgTest; using testdata with `findDataFile`; runtime test skipping; test tagging (❓ too advanced? separate section?),
* OpenCL test specifics(❓)
* Testdata generation (❓ too advanced?)

*Note:* maybe some things (e.g. in _cvtest_ namespace) can be documented in respective headers and enabled in the documentation. After that they can be referred from the tutorial. However this can require a separate activity..."
19305,Qannaf,APPROVED,2022-01-24 20:26:40+00:00,
19126,asmorkalov,CHANGES_REQUESTED,2020-12-15 14:26:32+00:00,
19126,amirtu,COMMENTED,2020-12-21 21:32:34+00:00,
19126,amirtu,COMMENTED,2020-12-21 21:33:47+00:00,
19126,asmorkalov,CHANGES_REQUESTED,2020-12-22 07:07:24+00:00,
19126,vpisarev,COMMENTED,2020-12-23 05:31:13+00:00,
19126,vpisarev,COMMENTED,2020-12-23 05:32:40+00:00,
19126,vpisarev,COMMENTED,2020-12-23 05:33:59+00:00,
19126,vpisarev,COMMENTED,2020-12-23 05:35:48+00:00,
19126,vpisarev,COMMENTED,2020-12-23 05:57:17+00:00,
19126,amirtu,COMMENTED,2020-12-28 13:02:01+00:00,
19126,amirtu,COMMENTED,2020-12-28 13:02:28+00:00,
19126,amirtu,COMMENTED,2020-12-28 13:17:39+00:00,
19126,amirtu,COMMENTED,2020-12-28 15:40:47+00:00,
19126,amirtu,COMMENTED,2020-12-28 15:52:05+00:00,
19126,amirtu,COMMENTED,2020-12-29 16:33:15+00:00,
19126,amirtu,COMMENTED,2020-12-29 17:04:44+00:00,
19126,amirtu,COMMENTED,2021-01-21 12:49:37+00:00,
18976,alalek,COMMENTED,2020-12-23 15:29:52+00:00,"Looks good to me.

Please take a look on the comment about `--out` option above."
18925,alalek,COMMENTED,2020-11-26 21:46:24+00:00,
18925,chrisballinger,COMMENTED,2020-11-30 18:07:57+00:00,
18925,alalek,COMMENTED,2020-11-30 18:44:28+00:00,
18925,alalek,COMMENTED,2020-11-30 19:03:32+00:00,
18925,alalek,COMMENTED,2020-11-30 19:14:22+00:00,
18925,chrisballinger,COMMENTED,2020-11-30 20:41:17+00:00,
18925,chrisballinger,COMMENTED,2020-11-30 20:50:16+00:00,
18377,alalek,COMMENTED,2021-01-15 17:44:57+00:00,
18377,asmorkalov,COMMENTED,2021-01-20 09:24:02+00:00,
18377,michaelgruner,COMMENTED,2021-02-10 16:28:30+00:00,
18377,asmorkalov,COMMENTED,2021-02-16 08:24:17+00:00,
18066,huningxin,COMMENTED,2020-08-20 09:37:57+00:00,
18066,huningxin,COMMENTED,2020-09-01 02:37:00+00:00,"Thanks @NALLEIN , please share the test results for
1. native with WebGPU
2. native without WebGPU
3. web with WebGPU
4. web without WebGPU"
18066,alalek,COMMENTED,2020-09-01 12:12:22+00:00,
18066,NALLEIN,COMMENTED,2020-09-01 12:23:18+00:00,
18066,NALLEIN,COMMENTED,2020-09-01 12:24:25+00:00,
18066,NALLEIN,COMMENTED,2020-09-01 12:29:04+00:00,
18066,huningxin,COMMENTED,2020-09-02 01:22:18+00:00,
18066,huningxin,COMMENTED,2020-09-02 01:23:19+00:00,
18066,wzw-intel,COMMENTED,2020-09-07 02:43:20+00:00,
18066,huningxin,COMMENTED,2020-09-08 02:32:44+00:00,
18066,NALLEIN,COMMENTED,2020-09-09 12:14:09+00:00,
18066,huningxin,COMMENTED,2020-09-15 01:23:59+00:00,
18066,alalek,COMMENTED,2020-11-06 08:31:27+00:00,"> --build_webgpu

This doesn't look to work properly.

CMake emits warning:

```
CMake Warning at cmake/OpenCVDetectWebGPU.cmake:19 (message):
  Can't use WebGPU-Dawn
```

Binary files are empty:

```
$ ll modules/dnn/CMakeFiles/opencv_dnn.dir/src/webgpu/src
total 60
drwxr-xr-x 2 build build 4096 Nov  5 21:02 ./
drwxr-xr-x 5 build build 4096 Nov  5 21:00 ../
-rw-r--r-- 1 build build  260 Nov  5 21:02 webgpu_buffer.cpp.o
-rw-r--r-- 1 build build  260 Nov  5 21:02 webgpu_concat.cpp.o
-rw-r--r-- 1 build build  260 Nov  5 21:02 webgpu_context.cpp.o
-rw-r--r-- 1 build build  260 Nov  5 21:02 webgpu_conv.cpp.o
-rw-r--r-- 1 build build  260 Nov  5 21:02 webgpu_internal.cpp.o
-rw-r--r-- 1 build build  260 Nov  5 21:02 webgpu_lrn.cpp.o
-rw-r--r-- 1 build build  260 Nov  5 21:02 webgpu_op_base.cpp.o
-rw-r--r-- 1 build build  260 Nov  5 21:02 webgpu_permute.cpp.o
-rw-r--r-- 1 build build  260 Nov  5 21:02 webgpu_pool.cpp.o
-rw-r--r-- 1 build build  260 Nov  5 21:02 webgpu_prior_box.cpp.o
-rw-r--r-- 1 build build  260 Nov  5 21:02 webgpu_relu.cpp.o
-rw-r--r-- 1 build build  260 Nov  5 21:02 webgpu_softmax.cpp.o
-rw-r--r-- 1 build build  260 Nov  5 21:02 webgpu_tensor.cpp.o
```

"
18066,NALLEIN,COMMENTED,2020-11-06 08:56:22+00:00,
18066,alalek,COMMENTED,2020-11-06 09:53:30+00:00,
18066,alalek,COMMENTED,2020-11-10 00:17:08+00:00,
18066,NALLEIN,COMMENTED,2020-11-15 05:17:36+00:00,
18066,alalek,COMMENTED,2020-11-15 05:31:26+00:00,
18066,NALLEIN,COMMENTED,2020-11-15 05:58:42+00:00,
18066,stereomatchingkiss,COMMENTED,2021-02-24 10:59:48+00:00,
17753,vpisarev,COMMENTED,2021-06-01 06:31:27+00:00,
17753,vpisarev,CHANGES_REQUESTED,2021-06-01 07:17:25+00:00,
17753,sturkmen72,COMMENTED,2021-06-01 14:05:09+00:00,
17753,sturkmen72,COMMENTED,2021-06-01 14:06:26+00:00,
17753,sturkmen72,COMMENTED,2021-06-02 20:05:34+00:00,
17068,mshabunin,COMMENTED,2020-04-15 09:24:54+00:00,
17068,mshabunin,COMMENTED,2020-04-15 09:28:59+00:00,
17068,mshabunin,COMMENTED,2020-04-15 09:33:41+00:00,
17068,mshabunin,COMMENTED,2020-04-15 09:34:19+00:00,
17068,mshabunin,COMMENTED,2020-04-15 09:35:24+00:00,
17068,mshabunin,COMMENTED,2020-04-15 09:42:20+00:00,
17068,dkurt,COMMENTED,2020-04-15 10:03:09+00:00,
17068,AlexanderShashkin,COMMENTED,2020-04-18 15:50:49+00:00,
17068,AlexanderShashkin,COMMENTED,2020-04-18 15:53:15+00:00,
17068,AlexanderShashkin,COMMENTED,2020-04-18 15:53:21+00:00,
17068,AlexanderShashkin,COMMENTED,2020-04-18 16:02:22+00:00,
17068,AlexanderShashkin,COMMENTED,2020-04-19 09:01:12+00:00,
17068,mshabunin,COMMENTED,2020-04-23 14:34:00+00:00,
17068,AlexanderShashkin,COMMENTED,2020-04-25 10:12:12+00:00,
17068,mshabunin,COMMENTED,2020-04-27 07:14:33+00:00,
17068,dkurt,COMMENTED,2020-04-27 07:28:08+00:00,
17068,dkurt,COMMENTED,2020-04-27 07:29:17+00:00,
17068,dkurt,COMMENTED,2020-04-27 07:29:30+00:00,
17068,AlexanderShashkin,COMMENTED,2020-04-27 14:35:48+00:00,
17068,AlexanderShashkin,COMMENTED,2020-04-27 14:37:59+00:00,
17068,AlexanderShashkin,COMMENTED,2020-04-27 14:39:45+00:00,
17068,AlexanderShashkin,COMMENTED,2020-04-27 15:14:41+00:00,
17068,dkurt,COMMENTED,2020-04-29 18:50:30+00:00,
17068,dkurt,COMMENTED,2020-04-29 18:51:59+00:00,
17068,AlexanderShashkin,COMMENTED,2020-04-30 07:25:46+00:00,
17068,AlexanderShashkin,COMMENTED,2020-04-30 07:29:49+00:00,
17068,AlexanderShashkin,COMMENTED,2020-05-12 17:54:53+00:00,
17068,vpisarev,COMMENTED,2020-06-22 09:48:55+00:00,
16597,alalek,COMMENTED,2020-02-25 19:28:59+00:00,
16597,saskatchewancatch,COMMENTED,2020-02-27 03:45:36+00:00,
16597,alalek,COMMENTED,2020-02-27 19:25:26+00:00,
15683,alalek,COMMENTED,2019-10-10 16:24:12+00:00,
15683,mshabunin,COMMENTED,2023-11-21 20:36:51+00:00,
15683,chacha21,COMMENTED,2023-11-22 09:36:34+00:00,
15683,mshabunin,COMMENTED,2023-11-22 16:26:24+00:00,"I tried to compare performance of the new function `magnitudeSqr` and `magnitude+multiply/sqr` and it seems that fused operation is faster (x86_64).
```
// magnitude(x, y, dst); multiply(dst, dst, dst);
MagnitudeAndSqr::OCL_MagnitudeSqrFixture::(640x480, 32FC1)   0.132 
MagnitudeAndSqr::OCL_MagnitudeSqrFixture::(640x480, 32FC4)   0.642 
MagnitudeAndSqr::OCL_MagnitudeSqrFixture::(1280x720, 32FC1)  0.436 
MagnitudeAndSqr::OCL_MagnitudeSqrFixture::(1280x720, 32FC4)  2.459 
MagnitudeAndSqr::OCL_MagnitudeSqrFixture::(1920x1080, 32FC1) 1.236 
MagnitudeAndSqr::OCL_MagnitudeSqrFixture::(1920x1080, 32FC4) 5.845 
MagnitudeAndSqr::OCL_MagnitudeSqrFixture::(3840x2160, 32FC1) 5.861 
MagnitudeAndSqr::OCL_MagnitudeSqrFixture::(3840x2160, 32FC4) 24.528

// magnitudeSqr(x, y, dst);
MagnitudeSqr::OCL_MagnitudeSqrFixture::(640x480, 32FC1)      0.076 
MagnitudeSqr::OCL_MagnitudeSqrFixture::(640x480, 32FC4)      0.417 
MagnitudeSqr::OCL_MagnitudeSqrFixture::(1280x720, 32FC1)     0.263 
MagnitudeSqr::OCL_MagnitudeSqrFixture::(1280x720, 32FC4)     1.673 
MagnitudeSqr::OCL_MagnitudeSqrFixture::(1920x1080, 32FC1)    0.858 
MagnitudeSqr::OCL_MagnitudeSqrFixture::(1920x1080, 32FC4)    3.995 
MagnitudeSqr::OCL_MagnitudeSqrFixture::(3840x2160, 32FC1)    3.995 
MagnitudeSqr::OCL_MagnitudeSqrFixture::(3840x2160, 32FC4)    16.533
```

I've updated intrinsics to the modern scalable format and enabled these blocks in scalable mode.

Overall PR looks good to me."
15682,alalek,COMMENTED,2019-10-11 13:28:15+00:00,
15682,chacha21,COMMENTED,2019-10-11 13:48:55+00:00,
15682,chacha21,COMMENTED,2019-10-11 13:49:22+00:00,
15682,alalek,COMMENTED,2019-10-29 15:51:20+00:00,
15682,chacha21,COMMENTED,2019-11-06 13:44:12+00:00,
15682,alalek,COMMENTED,2019-11-06 13:59:30+00:00,
15650,paroj,COMMENTED,2019-10-06 14:18:07+00:00,
15650,paroj,COMMENTED,2019-10-06 14:22:46+00:00,
15650,paroj,COMMENTED,2019-10-06 14:27:48+00:00,
